,#R1,#R2,#R3,#R4,#R5
32844,1,0,2,3,32
32845,0,0,0,0,2
32846,0,0,2,8,40
32847,1,0,1,7,41
32848,0,0,0,1,2
32849,0,0,0,1,2
32850,0,0,0,2,48
32851,0,0,0,0,41
32852,0,0,1,7,42
32853,0,0,0,3,47
32854,0,0,0,3,47
32855,0,0,1,2,47
32856,0,0,0,1,44
32857,0,0,0,1,44
32858,0,0,0,3,47
32859,0,0,0,0,41
32860,0,0,0,2,48
32861,0,0,1,1,48
32862,0,0,1,1,48
32863,0,0,0,4,46
32864,0,0,0,3,47
32865,0,0,0,4,46
32866,0,0,0,0,15
32867,0,0,0,4,46
32868,0,0,2,4,44
32869,0,0,0,0,6
32870,0,0,0,0,26
32871,0,0,1,2,47
32872,0,0,1,2,46
32873,0,0,0,3,47
32874,0,0,0,0,8
32875,0,0,0,0,8
32876,0,0,0,1,34
32877,0,0,0,3,47
32878,0,0,0,1,44
32879,0,0,0,3,47
32880,0,0,0,0,3
32881,0,0,0,0,2
32882,0,0,0,0,10
32883,0,1,2,8,22
32884,0,0,1,4,45
32885,1,0,0,1,11
32886,1,1,0,4,44
32887,0,0,1,1,48
32888,0,0,0,1,34
32889,0,1,0,2,21
32890,0,0,0,3,47
32891,0,0,0,3,47
32892,0,0,0,3,47
32893,0,0,0,1,49
32894,0,0,0,2,27
32895,0,0,0,0,15
32896,0,0,0,1,44
32897,0,0,0,7,39
32898,0,0,2,3,27
32899,0,0,0,0,15
32900,0,0,0,2,48
32901,0,0,0,4,46
32902,0,0,0,5,25
32903,0,0,0,3,47
32904,0,0,0,0,4
32905,1,0,1,1,47
32906,0,0,0,1,43
32907,0,0,0,1,49
32908,0,1,1,4,44
32909,0,0,0,0,7
32910,0,0,0,0,7
32911,0,0,0,0,21
32912,0,0,0,2,26
32913,0,0,0,2,26
32914,0,0,0,0,2
32915,0,1,0,4,45
32916,0,1,0,4,45
32917,0,0,0,0,50
32918,0,0,0,2,36
32919,0,0,1,3,19
32920,0,0,1,3,19
32921,0,0,1,3,19
32922,0,0,0,0,3
32923,0,0,0,2,36
32924,0,0,0,0,14
32925,0,0,0,3,47
32926,0,0,0,0,21
32927,0,0,0,0,50
32928,0,0,0,0,21
32929,0,0,0,0,21
32930,0,0,0,0,10
32931,0,0,0,3,47
32932,0,0,0,3,47
32933,0,0,0,5,45
32935,0,0,0,4,46
32936,0,0,0,0,10
32937,0,1,0,4,45
32938,0,0,0,1,36
32939,0,0,0,1,36
32940,1,0,0,2,11
32941,0,0,1,3,46
32942,0,0,0,2,13
32943,0,0,0,1,49
32944,0,0,0,3,26
32945,0,0,0,0,17
32946,0,0,0,4,46
32947,0,0,0,4,46
32948,0,0,0,4,46
32949,0,0,0,7,43
32950,0,0,2,6,42
32951,0,0,0,0,9
32952,1,0,0,2,47
32953,0,0,0,4,46
32954,0,0,0,5,45
32955,0,0,0,0,10
32956,0,0,0,1,29
32957,0,0,0,2,48
32958,0,0,0,0,1
32959,0,1,0,2,47
32960,0,0,1,1,48
32961,0,0,0,2,48
32962,0,0,0,2,48
32963,0,0,0,5,45
32964,0,0,0,3,47
32965,0,0,0,1,29
32966,0,0,0,6,44
32967,0,0,1,2,47
32968,0,0,0,0,4
32969,0,0,1,1,48
32970,0,0,0,0,2
32971,0,0,1,5,44
32972,0,0,0,2,48
32973,0,0,0,0,30
32974,0,0,0,2,17
32975,0,0,2,4,44
32976,0,0,0,2,21
32977,0,0,0,0,17
32978,0,0,0,0,50
32979,0,0,0,3,47
32980,0,0,0,0,22
32981,0,0,0,2,14
32982,0,0,0,0,10
32983,0,0,0,0,12
32984,0,0,1,5,44
32985,0,0,0,1,49
32986,0,0,2,2,46
32987,0,0,0,2,48
32988,0,0,0,0,22
32991,0,0,0,2,8
32992,0,0,0,0,5
32993,0,0,0,0,8
32994,0,0,0,0,8
32995,0,0,0,3,29
32996,0,0,0,3,47
32997,0,0,0,3,47
32998,0,0,0,3,47
32999,0,0,0,2,8
33000,0,0,0,4,46
33001,0,0,1,2,17
33002,0,0,0,3,47
33003,0,0,0,3,47
33004,0,0,0,3,47
33005,0,0,1,2,47
33006,0,0,0,2,48
33007,0,0,0,0,10
33008,0,0,0,1,34
33009,0,0,1,1,48
33010,0,0,1,1,48
33011,0,0,0,2,27
33012,0,0,0,3,47
33013,0,0,0,3,47
33014,0,0,0,3,47
33015,0,0,0,0,2
33016,0,0,0,2,48
33017,0,0,0,0,6
33018,0,0,0,0,6
33019,0,0,0,1,49
33020,0,0,0,2,44
33021,0,0,0,3,47
33022,0,0,0,2,32
33023,0,0,0,4,46
33024,0,0,0,3,47
33025,0,0,0,0,9
33026,0,0,0,1,49
33027,0,0,0,0,17
33028,0,0,0,1,2
33029,0,0,1,4,45
33030,0,0,2,2,46
33031,0,0,0,1,49
33032,0,0,0,0,3
33033,0,0,0,3,47
33034,0,0,0,3,47
33035,0,0,0,3,47
33036,0,0,0,1,44
33037,0,0,0,0,50
33038,0,0,0,2,48
33039,0,0,0,0,1
33040,0,0,0,0,50
33041,0,0,0,0,3
33042,0,0,0,4,46
33043,0,0,0,0,8
33044,0,0,0,3,47
33045,0,0,0,1,15
33046,0,0,0,1,15
33047,0,0,0,0,11
33048,0,0,0,0,11
33049,0,0,0,1,15
33050,0,0,0,0,3
33051,0,0,0,0,3
33052,0,0,0,4,46
33053,0,0,0,2,48
33054,0,0,0,3,47
33055,0,0,0,4,46
33056,0,0,0,0,3
33057,0,0,2,0,48
33058,0,0,1,5,40
33059,0,0,0,1,49
33060,0,0,0,2,13
33061,0,0,0,2,21
33062,0,0,2,2,46
33063,0,0,0,2,20
33064,0,0,0,2,20
33065,0,0,0,1,1
33066,0,0,0,2,48
33067,0,0,1,2,47
33068,0,0,0,2,22
33069,1,0,0,1,1
33070,1,0,0,1,1
33071,1,0,0,1,1
33072,1,0,0,1,1
33073,0,0,0,2,48
33074,0,0,0,2,48
33075,0,0,0,1,49
33076,0,0,0,1,31
33078,0,0,0,1,49
33079,1,0,0,3,46
33080,0,0,1,4,45
33081,0,0,0,0,50
33082,0,0,0,2,48
33083,2,0,2,3,43
33084,2,0,2,3,43
33085,0,0,1,3,46
33086,0,0,0,0,1
33088,0,0,1,1,48
33089,0,0,0,1,44
33090,0,0,1,4,45
33091,0,0,0,3,47
33092,0,0,0,7,43
33093,0,0,0,0,45
33094,0,0,0,0,45
33095,0,0,0,1,1
33096,0,0,0,4,46
33097,0,0,0,4,46
33098,1,0,1,6,42
33099,0,0,1,0,12
33100,0,0,0,0,26
33101,0,0,0,0,26
33102,0,0,1,3,26
33103,1,0,0,3,46
33104,0,0,0,2,48
33105,0,0,0,2,48
33106,0,0,0,3,47
33107,0,0,1,5,37
33108,0,0,0,7,43
33109,1,0,2,5,42
33110,0,0,0,2,22
33111,0,1,0,2,43
33112,0,1,1,6,42
33113,0,0,0,2,48
33114,0,1,0,4,45
33115,0,1,0,4,45
33116,0,0,0,0,1
33117,0,0,0,0,12
33118,0,0,0,0,12
33119,0,0,0,2,48
33120,0,0,0,2,48
33121,0,0,0,0,50
33122,0,0,0,3,47
33123,0,0,0,2,48
33124,0,0,0,0,50
33125,0,0,0,1,49
33126,0,0,0,2,48
33127,0,1,0,4,45
33128,0,0,0,2,48
33129,0,0,0,3,19
33130,0,0,0,3,19
33131,0,0,0,2,22
33132,0,0,0,4,46
33133,0,0,0,0,1
33134,0,0,0,3,19
33135,0,1,1,8,40
33136,0,0,1,4,45
33137,0,0,0,2,48
33138,0,0,0,0,24
33139,0,0,0,6,44
33140,0,0,0,2,36
33141,0,0,0,6,44
33142,0,0,0,1,49
33143,0,0,0,1,40
33144,0,0,4,4,42
33145,0,0,0,5,45
33146,0,0,0,2,34
33147,0,0,0,1,9
33148,0,0,0,5,45
33149,0,0,0,2,48
33150,0,0,0,1,40
33151,1,0,2,6,41
33152,0,0,2,2,46
33153,0,0,0,0,42
33154,0,0,1,2,47
33156,0,0,2,3,27
33157,0,0,0,1,49
33158,0,0,0,4,46
33159,0,0,0,1,26
33160,0,0,0,1,26
33161,0,0,0,1,49
33162,0,0,0,0,5
33163,0,0,0,1,49
33164,0,0,0,0,5
33165,0,0,0,4,46
33166,0,0,0,0,50
33167,0,0,0,0,50
33168,0,0,0,0,6
33169,0,0,0,3,47
33170,0,0,0,0,50
33171,1,0,0,3,46
33172,0,0,2,3,27
33173,0,0,0,1,49
33174,0,0,1,2,47
33175,0,0,0,3,47
33176,0,0,0,1,49
33177,0,0,1,4,45
33178,1,0,0,7,42
33179,0,0,0,0,6
33180,0,0,1,4,45
33181,0,0,0,0,30
33182,0,0,1,0,7
33183,0,0,1,0,7
33184,0,0,1,0,7
33185,0,0,0,6,44
33186,0,0,0,2,45
33187,0,0,0,3,47
33188,0,0,0,3,47
33189,0,0,2,3,27
33190,0,0,0,0,6
33191,0,0,0,1,49
33192,0,0,0,0,12
33193,0,0,0,3,47
33194,0,0,0,2,48
33195,0,0,1,2,10
33196,0,0,1,3,46
33197,0,0,1,4,45
33198,0,0,0,1,38
33199,0,3,2,1,44
33200,0,0,1,3,46
33201,0,0,2,0,45
33202,0,0,2,2,46
33203,0,0,1,2,47
33204,0,0,0,2,48
33205,0,0,0,1,44
33206,0,0,2,1,47
33207,0,0,0,3,47
33208,0,0,0,2,21
33209,0,0,0,2,48
33210,0,0,1,0,15
33211,0,0,0,0,23
33212,0,0,0,0,23
33213,0,0,0,0,23
33214,0,0,0,0,13
33215,0,0,0,2,48
33216,0,0,0,0,5
33217,0,0,0,0,50
33218,0,0,0,3,28
33219,0,0,0,2,48
33220,0,0,0,1,7
33221,0,0,0,0,23
33222,0,0,1,1,30
33223,0,0,1,2,47
33224,0,0,1,3,46
33225,0,0,0,3,47
33226,0,0,1,0,49
33227,0,0,1,0,49
33228,0,0,0,0,5
33229,0,0,0,2,48
33230,0,0,0,3,47
33231,0,0,0,4,46
33232,0,0,2,2,46
33233,0,0,2,2,46
33234,0,0,0,0,12
33235,0,0,0,3,47
33236,0,0,0,3,47
33237,0,0,0,3,47
33239,0,0,0,1,49
33240,0,0,0,1,7
33241,0,0,0,1,27
33242,0,0,0,1,26
33243,0,0,0,1,49
33244,0,0,0,0,26
33245,0,0,1,2,47
33246,0,0,0,3,47
33247,2,0,0,1,47
33248,0,0,1,5,44
33249,0,0,1,5,44
33250,0,0,0,7,43
33251,0,0,0,5,45
33252,0,0,0,1,49
33253,0,0,0,1,49
33254,0,0,0,0,50
33255,0,0,1,0,13
33256,1,0,0,2,47
33257,0,0,1,2,47
33258,0,0,0,1,49
33259,0,1,1,3,45
33260,0,0,0,2,48
33261,0,0,0,2,48
33262,0,0,1,2,47
33263,0,0,0,0,1
33264,0,0,0,0,9
33265,0,0,1,2,47
33266,0,0,0,0,6
33267,0,0,0,1,49
33269,0,0,1,2,47
33270,1,0,0,3,46
33271,0,0,0,0,9
33272,0,0,0,0,50
33273,0,0,0,0,50
33274,0,0,1,3,46
33275,0,0,0,0,50
33276,0,0,0,1,49
33277,0,0,1,4,45
33278,0,0,0,1,44
33279,0,0,0,1,49
33280,0,0,0,1,49
33281,0,0,2,6,42
33282,0,0,0,0,50
33283,0,0,0,0,27
33284,0,0,0,1,49
33285,0,0,1,2,47
33286,0,0,0,0,21
33287,0,0,0,2,48
33288,0,0,0,1,49
33289,0,0,0,0,30
33290,0,0,0,3,47
33291,0,0,0,0,4
33292,0,0,0,0,4
33293,0,0,0,0,41
33294,0,0,0,0,2
33295,0,0,1,2,47
33296,0,0,0,1,14
33297,0,0,0,1,49
33298,0,0,1,3,46
33299,0,0,0,1,49
33300,0,0,0,1,49
33301,0,0,0,1,49
33302,0,1,2,6,41
33303,0,1,0,1,26
33304,0,0,0,1,49
33305,0,0,0,1,49
33306,0,0,0,0,18
33307,0,0,2,2,46
33308,0,0,2,4,44
33309,1,0,0,0,18
33310,0,0,0,4,46
33311,0,0,0,0,50
33312,1,0,0,3,46
33313,0,0,2,1,47
33314,0,0,0,0,1
33315,0,0,0,1,41
33316,0,0,0,7,33
33317,0,0,0,0,50
33318,0,0,0,0,22
33319,0,0,0,1,1
33320,0,0,0,0,22
33321,0,1,0,1,48
33322,0,0,0,2,4
33323,0,0,0,1,49
33324,0,0,0,0,2
33325,0,0,0,0,12
33326,0,0,0,0,3
33327,0,0,1,1,48
33328,0,0,0,1,49
33329,0,0,0,0,10
33330,0,0,1,1,48
33332,0,0,0,4,46
33333,0,0,1,4,45
33334,0,0,1,1,48
33335,0,0,0,3,47
33336,0,0,0,0,50
33337,0,0,1,2,47
33338,0,0,1,6,43
33339,0,0,0,0,50
33340,0,0,1,5,39
33341,0,0,0,2,48
33342,0,0,1,8,41
33343,0,0,0,1,49
33344,0,0,0,1,34
33345,0,0,0,1,10
33346,0,0,0,3,47
33347,0,0,2,6,42
33348,0,0,0,2,48
33349,1,0,2,14,33
33350,0,0,1,1,48
33351,0,0,1,1,48
33352,0,0,0,1,49
33353,0,0,0,0,33
33354,0,0,0,1,18
33355,0,0,1,5,44
33356,0,0,0,2,48
33357,0,0,0,3,47
33358,0,0,0,3,47
33359,0,0,0,1,32
33360,0,0,0,1,14
33361,0,0,0,1,32
33362,0,0,0,4,46
33363,0,0,0,0,10
33364,0,0,0,4,46
33365,0,0,0,4,46
33366,0,0,0,5,45
33367,0,0,0,1,38
33368,0,0,0,0,50
33369,0,0,1,4,45
33370,0,0,1,4,45
33371,0,0,0,3,47
33372,0,0,0,0,1
33373,0,0,0,1,24
33374,0,0,1,5,44
33375,0,0,0,1,24
33376,0,0,0,1,24
33377,0,0,0,1,24
33378,0,0,0,4,46
33379,0,0,1,4,45
33380,0,0,0,3,47
33381,0,0,1,4,45
33382,0,0,0,0,5
33383,0,0,0,1,49
33384,0,0,1,3,46
33385,0,0,1,2,47
33386,0,0,0,4,32
33387,0,1,2,6,41
33388,0,0,0,2,48
33389,1,0,0,3,46
33390,1,0,0,3,46
33391,0,0,0,4,46
33392,0,0,0,0,19
33393,0,0,0,2,48
33394,0,0,1,2,47
33395,0,0,1,2,47
33396,0,0,0,4,46
33397,0,0,1,1,48
33398,0,0,0,3,47
33399,0,0,0,2,21
33400,0,0,0,3,47
33401,0,0,0,1,49
33402,1,0,2,14,33
33403,1,0,2,14,33
33405,0,0,0,6,44
33406,0,0,0,6,44
33407,1,0,2,14,33
33408,0,0,0,1,21
33409,0,0,0,0,8
33410,0,1,1,3,45
33411,0,0,0,3,47
33412,0,0,0,4,46
33413,0,0,0,3,47
33414,0,0,0,0,8
33415,0,0,0,4,46
33416,0,0,0,4,46
33417,0,0,2,2,46
33418,0,0,2,5,43
33419,0,0,2,5,43
33420,1,0,0,5,44
33421,0,0,0,0,4
33422,0,0,0,4,36
33423,0,0,0,0,39
33424,0,0,1,2,47
33425,0,0,0,1,5
33426,0,0,0,2,13
33427,1,0,0,5,44
33428,0,0,0,4,46
33429,0,0,0,4,46
33430,0,0,1,0,49
33431,0,0,1,5,44
33432,0,0,0,0,50
33433,0,0,1,3,46
33434,0,0,1,3,46
33435,0,0,1,3,46
33436,0,0,1,3,46
33437,0,0,2,5,43
33438,0,0,0,2,48
33439,0,0,0,2,48
33440,0,0,0,0,35
33442,0,0,0,1,49
33443,0,0,0,1,49
33444,0,0,0,1,49
33445,0,0,0,1,49
33446,0,0,0,3,47
33447,1,0,0,0,31
33448,0,0,0,2,48
33449,0,0,0,0,50
33450,0,0,0,1,49
33451,0,1,1,6,35
33452,1,0,0,0,31
33453,0,0,0,0,14
33454,0,0,0,5,45
33455,0,0,0,5,45
33456,0,0,0,6,44
33457,0,0,0,4,46
33458,0,0,0,4,46
33459,0,0,0,5,45
33460,0,0,0,1,26
33461,0,0,0,4,46
33462,0,0,0,0,21
33463,1,0,1,2,46
33464,1,0,0,3,46
33465,0,0,0,3,47
33466,0,0,0,0,10
33467,0,0,0,2,48
33468,0,0,1,2,47
33469,0,0,0,0,50
33470,0,0,0,2,48
33471,0,0,0,2,48
33472,0,0,0,2,48
33473,0,0,0,3,12
33474,0,0,1,1,17
33475,0,0,0,0,50
33476,0,0,5,4,41
33477,0,0,0,4,46
33478,0,0,1,1,48
33479,0,0,0,2,48
33480,1,1,0,1,47
33481,0,0,0,2,48
33482,0,0,0,4,46
33483,0,0,0,3,46
33484,0,0,0,0,9
33485,0,0,1,1,48
33486,0,0,0,2,32
33487,0,0,0,3,47
33488,0,0,0,2,48
33489,0,0,0,2,48
33490,0,0,0,2,48
33491,0,0,1,2,37
33492,0,0,0,2,48
33493,0,0,0,2,48
33494,0,0,0,1,49
33495,0,0,0,3,46
33496,0,0,0,2,48
33497,0,0,0,1,49
33498,0,0,0,2,48
33499,0,0,0,1,49
33500,0,0,0,1,49
33501,0,0,0,1,49
33502,0,0,0,1,49
33503,0,0,1,4,45
33504,0,0,0,0,50
33505,0,0,0,3,47
33506,0,0,0,2,48
33507,0,0,0,2,48
33508,0,0,0,0,6
33509,0,0,0,1,40
33510,0,1,0,1,48
33511,0,0,0,1,49
33512,0,0,0,1,49
33513,1,0,2,3,44
33514,1,0,2,3,44
33515,0,0,0,0,19
33516,0,0,0,0,21
33517,0,0,0,3,47
33518,0,0,0,5,45
33519,0,0,0,1,49
33520,0,0,0,2,48
33521,0,0,1,2,47
33522,0,0,0,6,44
33523,0,0,0,3,47
33524,0,0,0,1,49
33525,0,1,0,4,45
33526,0,1,0,4,45
33527,0,0,0,2,48
33528,0,0,0,1,24
33529,1,0,1,2,46
33530,0,0,0,10,40
33531,0,0,1,4,45
33532,0,0,0,0,13
33533,0,0,0,2,36
33534,0,0,0,2,48
33535,0,0,2,1,47
33536,0,0,0,0,41
33537,0,0,0,0,50
33538,0,0,0,2,48
33539,0,1,0,2,47
33540,0,0,0,1,15
33541,0,0,0,10,40
33542,0,0,0,1,31
33543,0,0,0,2,48
33544,0,0,0,10,40
33545,0,0,0,1,49
33546,0,0,0,0,12
33547,1,0,0,1,13
33548,0,0,0,1,40
33549,0,0,0,0,50
33550,0,0,1,3,46
33551,0,0,0,1,49
33552,0,0,0,1,6
33553,0,0,0,1,49
33554,0,0,1,1,9
33555,0,0,2,6,42
33556,0,0,0,1,49
33557,0,0,0,1,49
33558,0,0,0,1,49
33559,0,0,0,1,49
33560,0,0,0,0,1
33561,0,1,1,4,44
33562,0,0,1,1,48
33563,0,0,1,2,47
33564,0,0,0,1,49
33565,0,0,0,0,50
33566,0,0,1,0,4
33567,0,0,0,0,50
33568,0,0,0,0,50
33569,0,0,0,0,50
33570,0,0,0,1,49
33571,0,1,0,1,48
33573,0,0,0,2,48
33574,0,0,1,0,49
33575,0,0,0,0,50
33576,0,0,0,0,50
33577,0,0,0,2,48
33578,0,1,0,4,45
33579,0,0,2,4,44
33580,0,0,0,3,47
33581,0,0,0,1,29
33582,0,0,0,1,49
33583,1,0,0,7,42
33584,0,0,0,0,50
33585,0,0,0,0,50
33586,0,1,0,1,48
33587,0,0,0,3,46
33588,0,0,1,3,46
33589,0,0,0,2,48
33590,0,0,0,0,3
33591,0,0,0,1,49
33592,0,0,0,0,50
33593,0,0,0,2,12
33594,0,0,0,2,18
33595,0,0,0,3,47
33596,0,0,0,0,50
33597,0,0,0,0,8
33598,0,0,0,5,45
33599,0,0,1,1,48
33600,0,0,0,0,20
33601,0,0,0,0,1
33602,0,0,0,3,47
33603,0,0,0,0,6
33604,0,0,0,4,46
33605,0,0,1,3,46
33606,0,0,1,3,46
33607,0,0,1,1,48
33608,0,0,0,2,48
33609,0,0,0,2,48
33610,0,0,0,1,49
33611,0,0,1,4,45
33612,1,0,0,3,46
33613,1,0,0,3,46
33614,0,0,0,2,48
33615,0,0,0,2,48
33616,0,0,0,2,48
33617,0,0,0,1,49
33618,0,0,0,1,49
33619,0,0,0,2,48
33620,0,0,0,5,45
33621,0,0,0,5,45
33622,1,0,0,7,42
33623,0,0,0,5,45
33624,0,0,0,5,45
33625,1,0,0,9,40
33626,0,0,0,0,8
33627,0,0,0,0,4
33628,0,0,0,0,17
33629,0,0,1,1,48
33630,0,0,0,3,47
33631,0,0,0,0,50
33632,0,0,0,3,47
33633,0,0,0,1,49
33634,0,0,0,5,45
33635,0,0,0,3,12
33636,0,0,0,3,47
33637,0,0,0,4,46
33638,0,0,1,5,37
33639,0,0,0,1,49
33640,0,0,0,0,3
33641,0,0,0,0,3
33642,0,0,4,4,42
33643,0,0,0,0,50
33644,0,1,0,3,46
33645,0,0,1,3,46
33646,0,1,1,5,43
33647,0,0,0,0,50
33648,0,0,0,2,48
33649,0,0,0,0,50
33650,0,0,0,1,49
33651,0,0,0,3,47
33652,1,1,0,2,26
33653,1,1,0,2,26
33654,0,0,0,2,48
33655,0,0,0,3,47
33656,0,0,0,1,22
33657,0,0,0,6,16
33658,1,1,1,3,44
33659,0,0,0,4,46
33660,0,0,0,0,50
33661,0,0,0,0,3
33662,0,0,0,0,3
33663,0,0,0,0,3
33664,0,0,0,0,3
33665,0,0,0,0,3
33666,0,0,0,0,3
33667,0,0,0,0,0
33668,0,0,1,0,49
33669,0,0,0,3,47
33670,0,0,0,2,48
33671,0,0,0,1,19
33672,0,0,0,0,21
33673,0,0,1,3,46
33674,0,0,0,0,1
33675,0,0,1,5,44
33676,0,0,1,4,45
33677,0,0,0,0,50
33678,0,0,1,3,46
33679,0,0,0,0,15
33680,0,0,0,3,47
33681,0,0,0,0,12
33682,0,0,0,6,44
33683,0,0,0,1,49
33684,0,0,2,1,47
33685,0,1,0,0,49
33686,0,1,0,2,47
33687,0,0,0,1,49
33688,1,0,0,7,42
33689,0,0,1,2,47
33690,0,0,1,0,4
33691,1,0,1,4,29
33692,0,0,0,7,43
33693,0,0,0,0,0
33694,0,0,0,2,48
33695,1,0,0,7,42
33696,0,0,0,3,14
33697,0,0,0,4,46
33698,0,0,0,3,47
33699,0,0,0,2,48
33700,0,0,0,3,32
33701,0,0,2,6,42
33702,0,0,2,4,44
33703,0,0,0,6,44
33704,0,0,1,1,48
33705,0,0,0,6,44
33706,0,0,0,0,22
33707,0,0,0,1,49
33708,0,0,1,9,40
33709,0,1,0,4,43
33710,0,0,1,2,47
33711,0,0,0,0,2
33712,0,0,0,0,9
33713,0,0,0,2,48
33714,0,0,0,2,48
33715,0,0,0,0,10
33716,0,0,0,1,49
33717,0,0,0,0,3
33719,0,0,0,2,48
33720,0,0,0,3,47
33721,0,0,0,1,49
33722,0,0,1,1,48
33723,0,0,3,0,47
33724,0,1,0,4,45
33725,0,0,1,1,48
33726,0,0,1,2,47
33727,0,0,0,1,49
33728,0,0,0,2,48
33729,0,0,0,1,49
33730,0,0,0,1,49
33731,0,0,1,4,45
33732,0,0,0,1,49
33733,0,0,0,2,48
33734,0,0,1,4,45
33735,0,0,0,0,11
33736,0,0,0,3,47
33737,0,0,0,3,47
33738,1,1,0,4,44
33739,0,0,0,0,7
33740,0,0,0,3,47
33741,0,0,0,5,45
33742,0,0,0,7,43
33743,0,1,0,3,46
33744,0,0,0,1,49
33745,0,0,1,3,46
33746,0,0,0,4,46
33747,0,0,0,6,44
33748,1,0,1,1,47
33749,0,0,0,1,14
33750,0,0,0,1,14
33751,0,0,1,2,47
33752,0,0,1,2,47
33753,0,0,1,3,46
33754,0,0,0,1,49
33755,0,0,0,0,13
33756,0,0,1,1,48
33757,0,0,1,1,48
33758,0,1,0,4,43
33759,0,1,2,4,43
33760,0,0,0,1,49
33761,0,0,0,3,47
33762,0,0,1,6,43
33763,0,0,1,1,48
33764,0,0,0,1,3
33765,0,0,1,10,39
33766,0,0,1,0,49
33767,0,0,1,2,47
33768,0,0,0,0,50
33769,0,0,1,1,48
33770,0,0,1,0,49
33772,0,0,0,1,49
33773,0,0,1,0,49
33774,0,0,0,1,49
33775,0,0,2,4,44
33776,0,0,0,1,49
33777,0,0,0,0,50
33778,0,0,0,0,50
33779,2,0,0,5,43
33780,0,0,0,2,48
33781,0,0,0,4,46
33782,0,0,0,3,47
33783,0,1,0,2,47
33784,0,0,0,1,37
33785,0,0,0,3,47
33786,0,0,0,2,48
33787,0,1,0,2,47
33788,0,0,0,3,47
33789,0,0,0,3,47
33790,0,0,0,2,48
33791,0,0,0,0,50
33792,0,0,0,0,50
33793,0,0,0,0,50
33794,0,0,0,0,50
33795,0,0,0,0,50
33796,0,0,0,0,50
33797,0,0,0,0,50
33798,0,0,0,2,48
33799,0,0,0,2,48
33800,0,0,1,1,48
33801,0,0,1,4,25
33802,0,0,1,2,47
33803,0,0,0,3,47
33804,0,0,0,2,48
33805,0,0,0,3,47
33806,0,0,0,1,49
33807,0,0,0,1,49
33808,0,0,0,4,36
33809,0,0,0,1,49
33810,1,0,0,3,46
33811,1,0,0,3,46
33812,1,0,0,3,46
33813,1,0,0,3,46
33814,1,0,0,3,46
33815,1,0,0,3,46
33816,0,0,3,3,44
33817,0,0,0,0,33
33818,0,0,0,0,50
33819,0,0,0,0,50
33820,0,0,0,0,50
33821,0,0,0,0,50
33822,0,0,0,0,50
33823,0,0,1,1,48
33824,0,0,1,3,46
33825,0,0,0,2,48
33826,0,0,0,1,49
33827,0,0,1,0,49
33828,0,0,0,1,49
33829,0,0,0,1,38
33830,0,0,1,0,49
33831,0,0,0,1,49
33832,0,0,0,1,49
33833,0,0,0,2,48
33834,2,0,2,5,41
33835,0,0,0,6,44
33836,0,0,0,3,47
33837,0,0,0,2,48
33838,0,0,0,1,49
33839,0,0,0,1,49
33840,0,0,0,4,46
33841,0,0,0,1,13
33842,0,0,0,0,36
33843,0,0,0,0,50
33844,0,0,0,0,50
33845,0,0,0,0,50
33846,0,0,0,0,50
33847,0,1,0,2,47
33848,0,0,0,5,26
33849,0,0,0,5,26
33850,0,0,1,5,44
33851,0,0,1,5,44
33852,0,0,0,0,28
33853,0,0,0,2,48
33854,0,0,0,2,48
33855,0,1,0,4,45
33856,0,0,0,1,49
33857,0,0,0,3,47
33858,0,0,0,0,15
33859,0,0,1,3,46
33860,0,0,0,0,31
33861,0,0,0,3,47
33862,0,0,0,2,18
33863,0,0,0,0,50
33864,0,1,0,4,45
33865,1,0,0,0,49
33866,0,0,0,5,45
33867,0,0,0,5,45
33868,0,0,0,5,45
33869,0,0,0,3,47
33870,0,0,0,1,31
33871,0,0,0,3,47
33872,0,0,0,3,47
33873,0,0,0,4,12
33874,0,0,0,0,50
33875,0,0,0,0,15
33876,0,0,2,1,43
33877,0,0,2,1,43
33878,0,0,2,1,43
33879,0,0,2,4,44
33880,0,0,0,4,46
33881,0,0,1,1,48
33882,0,0,1,2,47
33883,0,0,0,4,46
33884,0,0,1,2,47
33886,0,0,1,2,47
33887,0,0,0,5,26
33888,0,0,0,0,50
33889,0,0,0,1,49
33890,0,0,0,1,49
33891,0,0,0,1,49
33892,0,0,0,1,49
33893,0,0,0,1,28
33894,0,1,0,4,45
33895,0,0,0,1,28
33896,0,0,0,2,48
33897,0,0,0,1,23
33898,0,0,0,2,16
33899,1,0,0,3,46
33900,0,0,0,1,23
33901,0,0,0,3,47
33902,0,0,0,1,49
33903,0,0,0,1,49
33904,0,0,1,4,45
33905,0,0,0,3,47
33907,0,0,1,0,49
33908,0,0,1,4,45
33909,0,0,0,5,45
33911,0,0,1,2,47
33912,0,0,0,1,49
33913,0,1,0,4,45
33914,0,0,2,2,46
33915,0,0,1,0,49
33916,0,0,0,4,46
33917,1,1,1,6,41
33918,0,0,1,2,47
33919,0,0,0,4,46
33920,0,0,0,4,46
33921,0,0,0,0,46
33922,0,1,0,2,47
33923,0,0,0,4,46
33924,0,0,1,2,47
33925,0,0,1,2,47
33926,0,0,0,2,48
33927,0,0,0,2,48
33928,0,0,0,0,50
33929,0,0,2,4,44
33930,0,0,1,3,46
33931,0,0,0,3,47
33932,0,0,0,0,50
33933,0,0,0,1,49
33934,0,0,0,0,4
33935,0,0,0,4,46
